work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Security Engineer,172040,USD,172040,United States,100,United States,M
2023,SE,FT,Security Engineer,243000,USD,243000,United States,0,United States,M
2023,SE,FT,Security Engineer,162000,USD,162000,United States,0,United States,M
2023,SE,FT,Security Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Security Engineer,105200,USD,105200,United States,0,United States,M
2023,SE,FT,Security Researcher,192500,USD,192500,United States,0,United States,M
2023,SE,FT,Security Researcher,140000,USD,140000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,160000,USD,160000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,130000,USD,130000,United States,0,United States,M
2023,SE,FT,Compliance Analyst,166000,USD,166000,United States,100,United States,M
2023,SE,FT,Compliance Analyst,127500,USD,127500,United States,100,United States,M
2023,SE,FT,Security Architect,195000,USD,195000,United States,100,United States,M
2023,SE,FT,Security Architect,170000,USD,170000,United States,100,United States,M
2023,SE,FT,Security Researcher,165000,USD,165000,United States,0,United States,M
2023,SE,FT,Security Researcher,107250,USD,107250,United States,0,United States,M
2023,SE,FT,Security Engineer,215000,USD,215000,United States,100,United States,M
2023,SE,FT,Security Engineer,159000,USD,159000,United States,100,United States,M
2023,SE,FT,Security Engineer,179600,USD,179600,United States,100,United States,M
2023,SE,FT,Security Engineer,104000,USD,104000,United States,100,United States,M
2023,SE,FT,Security Engineer,75000,GBP,92280,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,65000,GBP,79976,United Kingdom,100,United Kingdom,M
2023,MI,FT,Security Engineer,215000,USD,215000,United States,100,United States,L
2023,MI,FT,Security Engineer,159000,USD,159000,United States,100,United States,L
2023,SE,FT,Security Engineer,148000,USD,148000,United States,0,United States,M
2023,SE,FT,Security Engineer,99000,USD,99000,United States,0,United States,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Security Engineer,90000,USD,90000,United States,0,United States,M
2023,EN,FT,Penetration Tester,70000,CAD,51861,Canada,100,Canada,S
2023,MI,FT,Application Security Engineer,80000,CAD,59269,Canada,100,Canada,S
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,SE,FT,Professional Services Consultant,180500,USD,180500,United States,0,United States,M
2023,SE,FT,Professional Services Consultant,131300,USD,131300,United States,0,United States,M
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,SE,FT,Privacy Manager,180000,USD,180000,United States,100,United States,M
2023,SE,FT,Privacy Manager,120000,USD,120000,United States,100,United States,M
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,SE,FT,Security Architect,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Security Architect,90000,USD,90000,United States,0,United States,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,MI,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,MI,FT,Security Engineer,111600,USD,111600,United States,0,United States,L
2023,MI,FT,Information Security Analyst,80000,USD,80000,United States,100,United States,M
2023,MI,FT,Information Security Analyst,65000,USD,65000,United States,100,United States,M
2023,SE,FT,Security Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Security Engineer,105200,USD,105200,United States,0,United States,M
2023,SE,FT,Security Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Security Engineer,105200,USD,105200,United States,0,United States,M
2023,SE,FT,Security Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,Security Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,105200,USD,105200,United States,0,United States,M
2023,MI,FT,Information Systems Security Officer,147100,USD,147100,United States,0,United States,M
2023,MI,FT,Information Systems Security Officer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,Security Architect,193000,USD,193000,United States,0,United States,M
2023,SE,FT,Security Architect,117000,USD,117000,United States,0,United States,M
2023,SE,FT,Security Researcher,253200,USD,253200,United States,0,United States,M
2023,SE,FT,Security Researcher,156000,USD,156000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,Information Systems Security Manager,198800,USD,198800,United States,0,United States,M
2023,SE,FT,Information Systems Security Manager,122600,USD,122600,United States,0,United States,M
2023,SE,FT,Security Engineer,198800,USD,198800,United States,0,United States,M
2023,SE,FT,Security Engineer,122600,USD,122600,United States,0,United States,M
2023,SE,FT,Security Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Security Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,Malware Reverse Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,Malware Reverse Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,Information Systems Security Officer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Information Systems Security Officer,105200,USD,105200,United States,0,United States,M
2023,EN,FT,Security Researcher,115100,USD,115100,United States,0,United States,M
2023,EN,FT,Security Researcher,73900,USD,73900,United States,0,United States,M
2023,SE,FT,Cyber Threat Analyst,168400,USD,168400,United States,0,United States,M
2023,SE,FT,Cyber Threat Analyst,105200,USD,105200,United States,0,United States,M
2023,SE,FT,Information System Security Officer,198800,USD,198800,United States,0,United States,M
2023,SE,FT,Information System Security Officer,122600,USD,122600,United States,0,United States,M
2023,SE,FT,Security Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,Security Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,168400,USD,168400,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,105200,USD,105200,United States,0,United States,M
2023,SE,FT,Security Engineer,147100,USD,147100,United States,0,United States,M
2023,SE,FT,Security Engineer,90700,USD,90700,United States,0,United States,M
2023,SE,FT,Vulnerability Researcher,180000,USD,180000,United States,0,United States,M
2023,SE,FT,Vulnerability Researcher,138000,USD,138000,United States,0,United States,M
2023,SE,FT,Security Engineer,370000,USD,370000,United States,100,United States,M
2023,SE,FT,Security Engineer,230000,USD,230000,United States,100,United States,M
2023,SE,FT,Security Architect,233000,USD,233000,United States,100,United States,M
2023,SE,FT,Security Architect,144000,USD,144000,United States,100,United States,M
2023,SE,FT,Professional Services Consultant,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Professional Services Consultant,135000,USD,135000,United States,0,United States,M
2023,MI,FT,Cyber Security Analyst,100450,USD,100450,United States,100,United States,L
2023,MI,FT,Compliance Manager,153600,USD,153600,United States,0,United States,M
2023,MI,FT,Compliance Manager,100500,USD,100500,United States,0,United States,M
2023,SE,FT,Security Architect,230000,USD,230000,United States,0,United States,M
2023,SE,FT,Security Architect,160000,USD,160000,United States,0,United States,M
2023,SE,FT,Security Engineer,204000,USD,204000,United States,0,United States,M
2023,SE,FT,Security Engineer,149000,USD,149000,United States,0,United States,M
2023,SE,FT,Professional Services Consultant,145000,USD,145000,United States,100,United States,M
2023,SE,FT,Professional Services Consultant,122000,USD,122000,United States,100,United States,M
2023,SE,FT,Security Engineer,370000,USD,370000,United States,100,United States,M
2023,SE,FT,Security Engineer,245000,USD,245000,United States,100,United States,M
2023,MI,FT,Security Compliance Manager,247500,USD,247500,United States,100,United States,M
2023,MI,FT,Security Compliance Manager,172200,USD,172200,United States,100,United States,M
2023,SE,FT,Offensive Security Engineer,166500,USD,166500,United States,100,United States,L
2023,SE,FT,DevSecOps Engineer,160000,USD,160000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,130000,USD,130000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,100000,USD,100000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,90000,USD,90000,United States,0,United States,M
2023,EN,FT,Security Consultant,70000,USD,70000,United States,100,United States,L
2023,SE,FT,Information Security Analyst,60000,GBP,73824,United Kingdom,100,United Kingdom,M
2023,SE,FT,Information Security Analyst,50000,GBP,61520,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,75000,GBP,92280,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,65000,GBP,79976,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,225000,USD,225000,United States,0,United States,M
2023,SE,FT,Security Engineer,156400,USD,156400,United States,0,United States,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,SE,FT,Professional Services Consultant,147500,USD,147500,United States,0,United States,M
2023,SE,FT,Professional Services Consultant,107300,USD,107300,United States,0,United States,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Security Engineer,90000,USD,90000,United States,0,United States,M
2023,MI,FT,Security Analyst,118965,USD,118965,Australia,0,Australia,M
2023,MI,FT,Security Analyst,93854,USD,93854,Australia,0,Australia,M
2023,EN,FT,Security Engineer,215000,USD,215000,United States,100,United States,L
2023,EN,FT,Security Engineer,111600,USD,111600,United States,100,United States,L
2023,SE,FT,Security Architect,193000,USD,193000,United States,0,United States,M
2023,SE,FT,Security Architect,117000,USD,117000,United States,0,United States,M
2023,SE,FT,Security Engineer,159000,USD,159000,United States,0,United States,M
2023,SE,FT,Security Engineer,116000,USD,116000,United States,0,United States,M
2023,SE,FT,Security Engineer,383910,USD,383910,United States,0,United States,M
2023,SE,FT,Security Engineer,315850,USD,315850,United States,0,United States,M
2023,SE,FT,Security Engineer,302400,USD,302400,United States,100,United States,M
2023,SE,FT,Security Engineer,181400,USD,181400,United States,100,United States,M
2023,SE,FT,Security Engineer,277300,USD,277300,United Kingdom,0,United Kingdom,M
2023,SE,FT,Security Engineer,213300,USD,213300,United Kingdom,0,United Kingdom,M
2023,MI,FT,Security Specialist,120000,USD,120000,United States,0,United States,M
2023,MI,FT,Security Specialist,70000,USD,70000,United States,0,United States,M
2023,SE,FT,Security Engineer,285000,USD,285000,United States,100,United States,M
2023,SE,FT,Security Engineer,145000,USD,145000,United States,100,United States,M
2023,SE,FT,Incident Response Engineer,150000,USD,150000,United States,100,United States,M
2023,SE,FT,Incident Response Engineer,108000,USD,108000,United States,100,United States,M
2023,SE,FT,Security Engineer,272400,USD,272400,United States,0,United States,L
2023,SE,FT,Security Engineer,140100,USD,140100,United States,0,United States,L
2023,SE,FT,Security Engineer,204000,USD,204000,Canada,0,Canada,M
2023,SE,FT,Security Engineer,122000,USD,122000,Canada,0,Canada,M
2023,SE,FT,Security Engineer,200000,USD,200000,United States,100,United States,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,100,United States,M
2023,SE,FT,Security Engineer,185000,USD,185000,United States,100,United States,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,100,United States,M
2023,SE,FT,Security Engineer,150000,USD,150000,Canada,100,Canada,M
2023,SE,FT,Security Engineer,120000,USD,120000,Canada,100,Canada,M
2023,SE,FT,Security Engineer,138000,USD,138000,United States,0,United States,M
2023,SE,FT,Security Engineer,110000,USD,110000,United States,0,United States,M
2023,SE,FT,Security Engineer,194210,USD,194210,United States,0,United States,M
2023,SE,FT,Security Engineer,155370,USD,155370,United States,0,United States,M
2023,SE,FT,Security Engineer,150000,USD,150000,United States,0,United States,M
2023,SE,FT,Security Engineer,110000,USD,110000,United States,0,United States,M
2023,MI,FT,Security Engineer,150000,USD,150000,United States,0,United States,M
2023,MI,FT,Security Engineer,130000,USD,130000,United States,0,United States,M
2023,SE,FT,Security Architect,160000,USD,160000,United States,0,United States,M
2023,SE,FT,Security Architect,120000,USD,120000,United States,0,United States,M
2023,EN,FT,Cyber Security Analyst,60000,USD,60000,United States,0,United States,S
2023,SE,FT,Security Analyst,138986,USD,138986,Australia,0,Australia,M
2023,SE,FT,Security Analyst,105596,USD,105596,Australia,0,Australia,M
2023,MI,FT,Head of Information Security,90000,GBP,110736,United Kingdom,0,United Kingdom,M
2023,MI,FT,Head of Information Security,90000,GBP,110736,United Kingdom,0,United Kingdom,M
2023,SE,FT,Security Researcher,185000,USD,185000,United States,0,United States,M
2023,SE,FT,Security Researcher,170000,USD,170000,United States,0,United States,M
2023,SE,FT,Compliance Analyst,240000,USD,240000,United Kingdom,100,United Kingdom,M
2023,SE,FT,Compliance Analyst,129000,USD,129000,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,275900,USD,275900,United States,100,United States,M
2023,SE,FT,Security Engineer,187700,USD,187700,United States,100,United States,M
2023,SE,FT,Security Engineer,252400,USD,252400,United States,100,United States,M
2023,SE,FT,Security Engineer,161520,USD,161520,United States,100,United States,M
2023,SE,FT,SOC Analyst,130000,USD,130000,United States,100,United States,M
2023,SE,FT,SOC Analyst,100000,USD,100000,United States,100,United States,M
2023,SE,FT,Security Engineer,370000,USD,370000,United States,100,United States,M
2023,SE,FT,Security Engineer,245000,USD,245000,United States,100,United States,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,111600,USD,111600,United States,0,United States,L
2023,SE,FT,Security Analyst,95000,USD,95000,United States,0,United States,M
2023,SE,FT,Security Analyst,75000,USD,75000,United States,0,United States,M
2023,SE,FT,Security Engineer,210000,USD,210000,United States,0,United States,M
2023,SE,FT,Security Engineer,159090,USD,159090,United States,0,United States,M
2023,SE,FT,Security Engineer,245000,USD,245000,United States,100,United States,M
2023,SE,FT,Security Engineer,185000,USD,185000,United States,100,United States,M
2023,SE,FT,Incident Response Manager,174500,USD,174500,France,0,France,M
2023,SE,FT,Incident Response Manager,118100,USD,118100,France,0,France,M
2023,SE,FT,Security Engineer,204500,USD,204500,United States,0,United States,M
2023,SE,FT,Security Engineer,142200,USD,142200,United States,0,United States,M
2023,SE,FT,Security Operations Engineer,237700,USD,237700,United States,100,United States,M
2023,SE,FT,Security Operations Engineer,107500,USD,107500,United States,100,United States,M
2023,SE,FT,Security Engineer,329500,USD,329500,United States,0,United States,M
2023,SE,FT,Security Engineer,269600,USD,269600,United States,0,United States,M
2023,SE,FT,Security Architect,200000,USD,200000,Australia,0,Australia,M
2023,SE,FT,Security Architect,70000,USD,70000,Australia,0,Australia,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,SE,FT,Security Engineer,237000,USD,237000,United States,100,United States,M
2023,SE,FT,Security Engineer,201450,USD,201450,United States,100,United States,M
2023,SE,FT,Security Engineer,250000,USD,250000,United States,0,United States,M
2023,SE,FT,Security Engineer,210000,USD,210000,United States,0,United States,M
2023,MI,FT,Incident Response Engineer,146000,USD,146000,United States,0,United States,M
2023,MI,FT,Incident Response Engineer,75000,USD,75000,United States,0,United States,M
2023,SE,FT,Security Engineer,123000,USD,123000,United States,100,United States,M
2023,SE,FT,Security Engineer,82425,USD,82425,United States,100,United States,M
2023,SE,FT,Security Engineer,205485,USD,205485,United States,100,United States,M
2023,SE,FT,Security Engineer,156560,USD,156560,United States,100,United States,M
2023,SE,FT,Security Engineer,230000,USD,230000,United States,0,United States,M
2023,SE,FT,Security Engineer,107000,USD,107000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,130000,USD,130000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,95000,USD,95000,United States,0,United States,M
2023,SE,FT,Security Engineer,247600,USD,247600,United States,0,United States,L
2023,SE,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Compliance Specialist,247000,USD,247000,United States,0,United States,L
2023,SE,FT,Compliance Specialist,127800,USD,127800,United States,0,United States,L
2023,MI,FT,Compliance Analyst,120150,USD,120150,United States,0,United States,M
2023,MI,FT,Compliance Analyst,108135,USD,108135,United States,0,United States,M
2023,SE,FT,Compliance Analyst,120150,USD,120150,United States,0,United States,M
2023,SE,FT,Compliance Analyst,108135,USD,108135,United States,0,United States,M
2023,SE,FT,GRC Analyst,147500,USD,147500,United States,100,United States,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,SE,FT,Security Engineer,115000,USD,115000,United States,100,United States,M
2023,SE,FT,Security Engineer,70000,USD,70000,United States,100,United States,M
2023,SE,FT,Information Security Analyst,100000,USD,100000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,90000,USD,90000,United States,0,United States,M
2023,SE,FT,Security Architect,180500,USD,180500,United States,0,United States,M
2023,SE,FT,Security Architect,131300,USD,131300,United States,0,United States,M
2023,MI,FT,Security Analyst,118965,USD,118965,Australia,0,Australia,M
2023,MI,FT,Security Analyst,93854,USD,93854,Australia,0,Australia,M
2023,SE,FT,Security Analyst,138986,USD,138986,Australia,0,Australia,M
2023,SE,FT,Security Analyst,105596,USD,105596,Australia,0,Australia,M
2023,SE,FT,Security Engineer,198000,USD,198000,Canada,100,Canada,M
2023,SE,FT,Security Engineer,130000,USD,130000,Canada,100,Canada,M
2023,SE,FT,Security Engineer,173600,USD,173600,United States,0,United States,M
2023,SE,FT,Security Engineer,115800,USD,115800,United States,0,United States,M
2023,SE,FT,Security Specialist,220000,USD,220000,United States,100,United States,M
2023,SE,FT,Security Specialist,160000,USD,160000,United States,100,United States,M
2023,MI,FT,Security Engineer,194300,USD,194300,United States,0,United States,M
2023,MI,FT,Security Engineer,129500,USD,129500,United States,0,United States,M
2023,SE,FT,Security Engineer,170000,USD,170000,United States,100,United States,M
2023,SE,FT,Security Engineer,150000,USD,150000,United States,100,United States,M
2023,SE,FT,Security Engineer,200000,USD,200000,United States,100,United States,M
2023,SE,FT,Security Engineer,100000,USD,100000,United States,100,United States,M
2023,EN,FT,Cyber Security Analyst,26000,EUR,28071,Italy,100,Italy,L
2023,SE,FT,Penetration Tester,112000,USD,112000,United States,100,United States,M
2023,SE,FT,Penetration Tester,64000,USD,64000,United States,100,United States,M
2023,MI,FT,Penetration Tester,117000,USD,117000,United States,100,United States,L
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,MI,FT,Information Security Analyst,80000,GBP,98432,United States,100,United States,L
2023,MI,FT,Information Security Analyst,53000,GBP,65211,United States,100,United States,L
2023,SE,FT,Security Engineer,247500,USD,247500,United States,0,United States,M
2023,SE,FT,Security Engineer,153000,USD,153000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,125000,USD,125000,United States,0,United States,M
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,SE,FT,Security Engineer,185000,USD,185000,United States,100,United States,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,100,United States,M
2023,SE,FT,Compliance Manager,153600,USD,153600,United States,0,United States,M
2023,SE,FT,Compliance Manager,100500,USD,100500,United States,0,United States,M
2023,SE,FT,Information Security Program Manager,252000,USD,252000,United States,100,United States,M
2023,SE,FT,Information Security Program Manager,151200,USD,151200,United States,100,United States,M
2023,SE,FT,Security Analyst,123000,USD,123000,United States,100,United States,M
2023,SE,FT,Security Analyst,96000,USD,96000,United States,100,United States,M
2023,SE,FT,Security Engineer,230000,USD,230000,United States,100,United States,M
2023,SE,FT,Security Engineer,107000,USD,107000,United States,100,United States,M
2023,SE,FT,Security Analyst,112000,USD,112000,United States,100,United States,M
2023,SE,FT,Security Analyst,88000,USD,88000,United States,100,United States,M
2023,SE,FT,Security Engineer,220000,USD,220000,United States,0,United States,M
2023,SE,FT,Security Engineer,160000,USD,160000,United States,0,United States,M
2023,EX,FT,Head of Security,245000,USD,245000,United States,0,United States,M
2023,EX,FT,Head of Security,225000,USD,225000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,160000,USD,160000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,130000,USD,130000,United States,0,United States,M
2023,SE,FT,Security Engineer,184000,USD,184000,United States,100,United States,M
2023,SE,FT,Security Engineer,125120,USD,125120,United States,100,United States,M
2023,SE,FT,Security Engineer,247600,USD,247600,United States,0,United States,L
2023,SE,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Security Engineer,151200,USD,151200,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,100000,USD,100000,United Kingdom,100,United Kingdom,M
2023,SE,FT,Information Security Program Manager,252000,USD,252000,United States,100,United States,M
2023,SE,FT,Information Security Program Manager,152000,USD,152000,United States,100,United States,M
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,SE,FT,Security Engineer,252000,USD,252000,United States,0,United States,M
2023,SE,FT,Security Engineer,206200,USD,206200,United States,0,United States,M
2023,MI,FT,Security Engineer,145000,USD,145000,United States,100,United States,M
2023,MI,FT,Cyber Security Architect,51500,EUR,55603,France,50,France,L
2023,SE,FT,Security Engineer,170000,USD,170000,United States,0,United States,M
2023,SE,FT,Security Engineer,120000,USD,120000,United States,0,United States,M
2023,SE,FT,Security Engineer,127188,USD,127188,United States,0,United States,M
2023,SE,FT,Security Engineer,100756,USD,100756,United States,0,United States,M
2023,SE,FT,Security Analyst,179000,USD,179000,United States,100,United States,M
2023,SE,FT,Security Analyst,130000,USD,130000,United States,100,United States,M
2023,SE,FT,Security Analyst,179000,USD,179000,United States,100,United States,M
2023,SE,FT,Security Analyst,130000,USD,130000,United States,100,United States,M
2023,SE,FT,Compliance Manager,142800,USD,142800,United States,0,United States,L
2023,SE,FT,Compliance Manager,59300,USD,59300,United States,0,United States,L
2023,MI,FT,Information Systems Security Officer,140000,USD,140000,United States,0,United States,M
2023,MI,FT,Information Systems Security Officer,92000,USD,92000,United States,0,United States,M
2023,SE,FT,Security Engineer,247600,USD,247600,United States,0,United States,L
2023,SE,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Security Analyst,145000,USD,145000,United States,100,United States,M
2023,SE,FT,Security Analyst,100000,USD,100000,United States,100,United States,M
2023,SE,FT,Security Analyst,90600,USD,90600,United States,100,United States,M
2023,SE,FT,Security Analyst,72500,USD,72500,United States,100,United States,M
2023,SE,FT,Security DevOps Engineer,205000,USD,205000,United States,50,United States,L
2023,SE,FT,Security Engineer,247600,USD,247600,United States,0,United States,L
2023,SE,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Compliance Specialist,247000,USD,247000,United States,0,United States,L
2023,SE,FT,Compliance Specialist,127800,USD,127800,United States,0,United States,L
2023,SE,FT,Security Engineer,212800,USD,212800,United States,0,United States,L
2023,SE,FT,Security Engineer,135500,USD,135500,United States,0,United States,L
2023,MI,FT,Security Engineer,232800,USD,232800,United States,0,United States,L
2023,MI,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Information Security Analyst,100000,USD,100000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,90000,USD,90000,United States,0,United States,M
2023,SE,FT,Cyber Security Specialist,240000,PLN,55878,Poland,100,Poland,L
2023,SE,FT,Security Engineer,204500,USD,204500,United States,0,United States,M
2023,SE,FT,Security Engineer,142200,USD,142200,United States,0,United States,M
2023,SE,FT,Security Engineer,362500,USD,362500,United States,0,United States,M
2023,SE,FT,Security Engineer,296600,USD,296600,United States,0,United States,M
2023,SE,FT,Security Engineer,229550,USD,229550,United States,0,United States,M
2023,SE,FT,Security Engineer,141900,USD,141900,United States,0,United States,M
2023,EX,FT,Information Security Officer,222000,USD,222000,United States,0,United States,L
2023,EX,FT,Information Security Officer,178000,USD,178000,United States,0,United States,L
2023,EX,FT,Information Security Officer,240000,USD,240000,United States,0,United States,L
2023,EX,FT,Information Security Officer,192000,USD,192000,United States,0,United States,L
2023,SE,FT,Security Researcher,225500,USD,225500,United States,0,United States,M
2023,SE,FT,Security Researcher,139400,USD,139400,United States,0,United States,M
2023,EN,FT,Security Engineer,60000,EUR,64781,Latvia,0,Latvia,M
2023,EN,FT,Security Engineer,50000,EUR,53984,Latvia,0,Latvia,M
2023,SE,FT,Compliance Specialist,101000,USD,101000,United States,100,United States,M
2023,SE,FT,Compliance Specialist,94000,USD,94000,United States,100,United States,M
2023,SE,FT,Security Engineer,247600,USD,247600,United States,0,United States,L
2023,SE,FT,Security Engineer,136000,USD,136000,United States,0,United States,L
2023,SE,FT,Security Engineer,185000,USD,185000,United States,100,United States,M
2023,SE,FT,Security Engineer,160000,USD,160000,United States,100,United States,M
2023,SE,FT,Information Security Analyst,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,125000,USD,125000,United States,0,United States,M
2023,SE,FT,Security Analyst,198900,USD,198900,United States,100,United States,M
2023,SE,FT,Security Analyst,75000,USD,75000,United States,100,United States,M
2023,SE,FT,Security Engineer,316000,USD,316000,United States,0,United States,M
2023,SE,FT,Security Engineer,202000,USD,202000,United States,0,United States,M
2023,MI,FT,Security Consultant,112000,USD,112000,United States,100,United States,M
2023,MI,FT,Security Consultant,64000,USD,64000,United States,100,United States,M
2023,SE,FT,Security Engineer,202400,USD,202400,United States,100,United States,M
2023,SE,FT,Security Engineer,147200,USD,147200,United States,100,United States,M
2023,SE,FT,Security Engineer,190000,USD,190000,United States,0,United States,M
2023,SE,FT,Security Engineer,107000,USD,107000,United States,0,United States,M
2023,SE,FT,Security Operations Engineer,197772,USD,197772,United States,100,United States,M
2023,SE,FT,Security Operations Engineer,171976,USD,171976,United States,100,United States,M
2023,EN,FT,Cyber Security Analyst,70000,USD,70000,United States,0,United States,L
2023,SE,FT,Security Analyst,90600,USD,90600,United States,100,United States,M
2023,SE,FT,Security Analyst,72500,USD,72500,United States,100,United States,M
2023,SE,FT,Compliance Manager,153600,USD,153600,United States,0,United States,M
2023,SE,FT,Compliance Manager,100500,USD,100500,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,160000,USD,160000,United States,0,United States,M
2023,SE,FT,DevSecOps Engineer,130000,USD,130000,United States,0,United States,M
2023,EX,FT,Security Engineer,360000,USD,360000,United States,0,United States,M
2023,EX,FT,Security Engineer,285000,USD,285000,United States,0,United States,M
2023,SE,FT,Security Engineer,190000,USD,190000,United States,100,United States,M
2023,SE,FT,Security Engineer,140000,USD,140000,United States,100,United States,M
2023,SE,FT,Information Security Program Manager,252000,USD,252000,United States,100,United States,M
2023,SE,FT,Information Security Program Manager,151200,USD,151200,United States,100,United States,M
2023,SE,FT,Security Engineer,211900,USD,211900,United States,100,United States,M
2023,SE,FT,Security Engineer,160080,USD,160080,United States,100,United States,M
2023,SE,FT,Security Engineer,300000,USD,300000,United States,0,United States,M
2023,SE,FT,Security Engineer,123000,USD,123000,United States,0,United States,M
2023,SE,FT,Information Security Analyst,60000,GBP,73824,United Kingdom,100,United Kingdom,M
2023,SE,FT,Information Security Analyst,50000,GBP,61520,United Kingdom,100,United Kingdom,M
2023,SE,FT,Security Engineer,175000,USD,175000,United States,0,United States,M
2023,SE,FT,Security Engineer,90000,USD,90000,United States,0,United States,M
2023,SE,FT,Security Engineer,150000,USD,150000,United States,100,United States,M
2023,SE,FT,Security Engineer,100000,USD,100000,United States,100,United States,M
2023,SE,FT,Security Engineer,127188,USD,127188,United States,0,United States,M
